740c|je 0x3f8013fb6
4d8d5e05|lea 0x5(%r14),%r11
ebcb|jmp 0x3e71ee0d0
49039008020000|add 0x208(%r8),%rdx
488d0d4dc20700|lea 0x7c24d(%rip),%rcx 
488d0551d00000|lea 0xd051(%rip),%rax 
488d15beea0700|lea 0x7eabe(%rip),%rdx 
c1f905|sar $0x5,%ecx
488b05afed1300|mov 0x13edaf(%rip),%rax 
480fbf8d940000|movswq 0x94(%rbp),%rcx
e8500ce3fe|callq 0x3fbd346c0
488b0d4d310100|mov 0x1314d(%rip),%rcx 
4c8b0db82a0200|mov 0x22ab8(%rip),%r9 
e924b8f9ff|jmpq 0x3f3dc08e0
488b15484e0e00|mov 0xe4e48(%rip),%rdx 
db2d24c10000|fldt 0xc124(%rip) 
4881ffc7000000|cmp $0xc7,%rdi
48beefeeeeeeee|movabs $0xeeeeeeeeeeeeeeef,%rsi
c78424b8020000|movl $0x6,0x2b8(%rsp)
498b55f0|mov -0x10(%r13),%rdx
48890548c00100|mov %rax,0x1c048(%rip) 
488b2d3be60100|mov 0x1e63b(%rip),%rbp 
488b0d16950100|mov 0x19516(%rip),%rcx 
66410fc45c240c|pinsrw $0x2,0xc(%r12),%xmm3
488d15f7e90200|lea 0x2e9f7(%rip),%rdx 
89051ed20100|mov %eax,0x1d21e(%rip) 
4c8b0d59040100|mov 0x10459(%rip),%r9 
413a4528|cmp 0x28(%r13),%al
480383a0020000|add 0x2a0(%rbx),%rax
488d0d9bd46301|lea 0x163d49b(%rip),%rcx 
488d15c6e10800|lea 0x8e1c6(%rip),%rdx 
488905fbd00300|mov %rax,0x3d0fb(%rip) 
488d055e621300|lea 0x13625e(%rip),%rax 
db2d905d0100|fldt 0x15d90(%rip) 
488905a2ef0300|mov %rax,0x3efa2(%rip) 
74e2|je 0x100430502
488b2d310d4b00|mov 0x4b0d31(%rip),%rbp 
488d0d3fcb0d00|lea 0xdcb3f(%rip),%rcx 
db3dc9c30100|fstpt 0x1c3c9(%rip) 
488b1508550a00|mov 0xa5508(%rip),%rdx 
e8d2a90400|callq 0x1004576d8
488d0d7366f8ff|lea -0x7998d(%rip),%rcx 
2da01f0000|sub $0x1fa0,%eax
488d0d3cc30600|lea 0x6c33c(%rip),%rcx 
4c8d35b5cefeff|lea -0x1314b(%rip),%r14 
2b8424a8010000|sub 0x1a8(%rsp),%eax
0f85a9000000|jne 0x10041f9c2
4a8944fe18|mov %rax,0x18(%rsi,%r15,8)
66890dfb5b9d00|mov %cx,0x9d5bfb(%rip) 
4883c107|add $0x7,%rcx
4c8d0545860500|lea 0x58645(%rip),%r8 
41b8a1020000|mov $0x2a1,%r8d
4c8d0507da0100|lea 0x1da07(%rip),%r8 
488d0d5eab0200|lea 0x2ab5e(%rip),%rcx 
488b05c9a21600|mov 0x16a2c9(%rip),%rax 
4c8d0d1d060500|lea 0x5061d(%rip),%r9 
803d6c8a010000|cmpb $0x0,0x18a6c(%rip) 
488905900e0000|mov %rax,0xe90(%rip) 
4183cb04|or $0x4,%r11d
80bef001000000|cmpb $0x0,0x1f0(%rsi)
488d05b5f31200|lea 0x12f3b5(%rip),%rax 
488d1579e8ffff|lea -0x1787(%rip),%rdx 
0f84c1060000|je 0x100433b0f
db2de6f90300|fldt 0x3f9e6(%rip) 
488d15e3ea0600|lea 0x6eae3(%rip),%rdx 
660f70f400|pshufd $0x0,%xmm4,%xmm6
488d1521760900|lea 0x97621(%rip),%rdx 
488d1577f72c00|lea 0x2cf777(%rip),%rdx 
75c7|jne 0x3fc327160
48838424a80000|addq $0x10,0xa8(%rsp)
488b15a0c53f00|mov 0x3fc5a0(%rip),%rdx 
488d0d72430600|lea 0x64372(%rip),%rcx 
0f845a030000|je 0x1004473f0
66440f6e87f400|movd 0xf4(%rdi),%xmm8
8b153c1e0100|mov 0x11e3c(%rip),%edx 
e825c7ecff|callq 0x3f3a81e40
41bae8ffffff|mov $0xffffffe8,%r10d
73d7|jae 0x3f7950544
448b0dd2ec1500|mov 0x15ecd2(%rip),%r9d 
4d8b5568|mov 0x68(%r13),%r10
3399a8000000|xor 0xa8(%rcx),%ebx
48898338070000|mov %rax,0x738(%rbx)
488d05b7cf6f00|lea 0x6fcfb7(%rip),%rax 
488d0df5640100|lea 0x164f5(%rip),%rcx 
e8d9310900|callq 0x3e864f050
c7424433000000|movl $0x33,0x44(%rdx)
c7053fbb8f0004|movl $0x4,0x8fbb3f(%rip) 
488b0591840500|mov 0x58491(%rip),%rax 
db2db6110200|fldt 0x211b6(%rip) 
488d151c7f0400|lea 0x47f1c(%rip),%rdx 
488b053bcd0300|mov 0x3cd3b(%rip),%rax 
c786ac01000001|movl $0x1,0x1ac(%rsi)
488b1d4f6d0e00|mov 0xe6d4f(%rip),%rbx 
c7870804000000|movl $0x0,0x408(%rdi)
483b0d6f4a0900|cmp 0x94a6f(%rip),%rcx 
e90c189a00|jmpq 0x3ff0778e0
664183fe70|cmp $0x70,%r14w
c786dc00000071|movl $0xd71,0xdc(%rsi)
483b0dbed62b00|cmp 0x2bd6be(%rip),%rcx 
4c8d35b2591c00|lea 0x1c59b2(%rip),%r14 
488d0d6c170e00|lea 0xe176c(%rip),%rcx 
e8cec6feff|callq 0x3f8e37b10
488d15de432b00|lea 0x2b43de(%rip),%rdx 
0f841e020000|je 0x10041ed4a
488d0597921100|lea 0x119297(%rip),%rax 
e8fe010000|callq 0x10040c6d0
e9acfcffff|jmpq 0x3f54a4489
0f84fcfeffff|je 0x3e5d04d34
4c8d8b18030000|lea 0x318(%rbx),%r9
48890570500100|mov %rax,0x15070(%rip) 
0f843d020000|je 0x3f442f3f4
488b1d6e8e1b00|mov 0x1b8e6e(%rip),%rbx 
488d0537defc00|lea 0xfcde37(%rip),%rax 
384a2d|cmp %cl,0x2d(%rdx)
488d1591681000|lea 0x106891(%rip),%rdx 
db2ddf800100|fldt 0x180df(%rip) 
488d050dd40100|lea 0x1d40d(%rip),%rax 
488b0532010f00|mov 0xf0132(%rip),%rax 
4703048e|add (%r14,%r9,4),%r8d
0fb69007040000|movzbl 0x407(%rax),%edx
b02b|mov $0x2b,%al
4c8b0515450400|mov 0x44515(%rip),%r8 
488d0dcdd50500|lea 0x5d5cd(%rip),%rcx 
44889c24030100|mov %r11b,0x103(%rsp)
488b057b030300|mov 0x3037b(%rip),%rax 
488d0d70368600|lea 0x863670(%rip),%rcx 
f605fb51190001|testb $0x1,0x1951fb(%rip) 
48c745b0080000|movq $0x8,-0x50(%rbp)
488b05e67c0000|mov 0x7ce6(%rip),%rax 
0f84631c0000|je 0x3e63cb3e9
488d15bbdbb300|lea 0xb3dbbb(%rip),%rdx 
488b05eea41100|mov 0x11a4ee(%rip),%rax 
48890586e69c00|mov %rax,0x9ce686(%rip) 
db2d1c690200|fldt 0x2691c(%rip) 
488d1532850300|lea 0x38532(%rip),%rdx 
7508|jne 0x3f84c631b
488b2d99b70000|mov 0xb799(%rip),%rbp 
488d15fe671e00|lea 0x1e67fe(%rip),%rdx 
48b81601010001|movabs $0x100010116,%rax
488b05272d0300|mov 0x32d27(%rip),%rax 
488d0d9f971300|lea 0x13979f(%rip),%rcx 
4c8d1d8c0d1300|lea 0x130d8c(%rip),%r11 
e83f350600|callq 0x1004772f0
ff2592bf1000|jmpq *0x10bf92(%rip) 
488d1d6ef90400|lea 0x4f96e(%rip),%rbx 
488d15259a0000|lea 0x9a25(%rip),%rdx 
498d5f28|lea 0x28(%r15),%rbx
483954fe28|cmp %rdx,0x28(%rsi,%rdi,8)
c683b200000000|movb $0x0,0xb2(%rbx)
488b0d6d691900|mov 0x19696d(%rip),%rcx 
41f68680000000|testb $0xc0,0x80(%r14)
80792605|cmpb $0x5,0x26(%rcx)
448d409f|lea -0x61(%rax),%r8d
75e9|jne 0x3e6e66b15
e85f44ffff|callq 0x1005b5ad0
c6043041|movb $0x41,(%rax,%rsi,1)
1c41|sbb $0x41,%al
e94affffff|jmpq 0x3f983f963
0f851affffff|jne 0x3f4d19281
488d1599e60100|lea 0x1e699(%rip),%rdx 
0f8445f9ffff|je 0x3fb82e710
4c8d1d3a3f0000|lea 0x3f3a(%rip),%r11 
488d1527470900|lea 0x94727(%rip),%rdx 
410f4d1424|cmovge (%r12),%edx
488d0de6240100|lea 0x124e6(%rip),%rcx 
488d0512ef8500|lea 0x85ef12(%rip),%rax 
488d1545a05200|lea 0x52a045(%rip),%rdx 
4c8d0d293e0c00|lea 0xc3e29(%rip),%r9 
488d051df60100|lea 0x1f61d(%rip),%rax 
488d15d3ff0a00|lea 0xaffd3(%rip),%rdx 
488b05ca3b0800|mov 0x83bca(%rip),%rax 
488b353cd12400|mov 0x24d13c(%rip),%rsi 
488d0543090b00|lea 0xb0943(%rip),%rax 
488b05d0940800|mov 0x894d0(%rip),%rax 
8bb638010000|mov 0x138(%rsi),%esi
488b15b8b20200|mov 0x2b2b8(%rip),%rdx 
e81ac10f00|callq 0x3e7d64740
7213|jb 0x3f7104ef8
4889058d440000|mov %rax,0x448d(%rip) 
410fb687ab0000|movzbl 0xab(%r15),%eax
488d15e9080c00|lea 0xc08e9(%rip),%rdx 
4181e2000000c0|and $0xc0000000,%r10d
488d05cad1a200|lea 0xa2d1ca(%rip),%rax 
488d0df5d32a00|lea 0x2ad3f5(%rip),%rcx 
488d3dcbb50500|lea 0x5b5cb(%rip),%rdi 
488d0dd6540300|lea 0x354d6(%rip),%rcx 
4889bdd0070000|mov %rdi,0x7d0(%rbp)
488d05598b0500|lea 0x58b59(%rip),%rax 
488b1dae280100|mov 0x128ae(%rip),%rbx 
488b05dbef0000|mov 0xefdb(%rip),%rax 
488d05fd130400|lea 0x413fd(%rip),%rax 
488d15c86d0f00|lea 0xf6dc8(%rip),%rdx 
48898c24880100|mov %rcx,0x188(%rsp)
488b0599190100|mov 0x11999(%rip),%rax 
7408|je 0x3f57115bb
4a8944eb18|mov %rax,0x18(%rbx,%r13,8)
488d0557d20e00|lea 0xed257(%rip),%rax 
e961efffff|jmpq 0x3fe128704
488d1530841300|lea 0x138430(%rip),%rdx 
76c0|jbe 0x3e70babc5
4488ac24270100|mov %r13b,0x127(%rsp)
e843b3fdff|callq 0x3f89cf2c8
4c8d2d73d90400|lea 0x4d973(%rip),%r13 
e803901300|callq 0x10059b490
498b95800b0000|mov 0xb80(%r13),%rdx
f20f5c0d7b6900|subsd 0x697b(%rip),%xmm1 
488d0d6e010000|lea 0x16e(%rip),%rcx 
e8377b0201|callq 0x3fced58d0
488d0d1cec0400|lea 0x4ec1c(%rip),%rcx 
450faff0|imul %r8d,%r14d
488d0dc7180500|lea 0x518c7(%rip),%rcx 
e952d4e4ff|jmpq 0x3fb8053f0
2305e8d40200|and 0x2d4e8(%rip),%eax 
e9b8fbffff|jmpq 0x3f59813e1
e95aefffff|jmpq 0x100462803
0f84d6000000|je 0x3f2f8b340
488d156c72f6fe|lea -0x1098d94(%rip),%rdx 
488d0d3cac2c00|lea 0x2cac3c(%rip),%rcx 
4c8b05a4cba200|mov 0xa2cba4(%rip),%r8 
4c8b0552490700|mov 0x74952(%rip),%r8 
488d15264c2c00|lea 0x2c4c26(%rip),%rdx 
488d1502440200|lea 0x24402(%rip),%rdx 
488d0d12f80900|lea 0x9f812(%rip),%rcx 
488d0d2e77e500|lea 0xe5772e(%rip),%rcx 
8b6d68|mov 0x68(%rbp),%ebp
75ed|jne 0x3f39e994f
7512|jne 0x3f4d101a1
e8b6860300|callq 0x10050e050
4e3b440908|cmp 0x8(%rcx,%r9,1),%r8
660f6f35a4db01|movdqa 0x1dba4(%rip),%xmm6 
4c8b05eeaa7c00|mov 0x7caaee(%rip),%r8 
e82ffbfcff|callq 0x100645c68
dd053f6c0200|fldl 0x26c3f(%rip) 
db3ddfb40100|fstpt 0x1b4df(%rip) 
488905051a0000|mov %rax,0x1a05(%rip) 
7405|je 0x3f598abde
488b05c39b0b00|mov 0xb9bc3(%rip),%rax 
4c8d0573c00900|lea 0x9c073(%rip),%r8 
81fe12210000|cmp $0x2112,%esi
488d1551b40e00|lea 0xeb451(%rip),%rdx 
396c380c|cmp %ebp,0xc(%rax,%rdi,1)
488d3d3da70d00|lea 0xda73d(%rip),%rdi 
41807e0b00|cmpb $0x0,0xb(%r14)
4088ab48070000|mov %bpl,0x748(%rbx)
488d0d8fd30400|lea 0x4d38f(%rip),%rcx 
488d0d14870200|lea 0x28714(%rip),%rcx 
488bbbf80f0000|mov 0xff8(%rbx),%rdi
4881ec28060000|sub $0x628,%rsp
488b54f350|mov 0x50(%rbx,%rsi,8),%rdx
e810c41e00|callq 0x3f2765140
4983c41d|add $0x1d,%r12
48833d52560000|cmpq $0x0,0x5652(%rip) 
4183fb10|cmp $0x10,%r11d
41b9980f0000|mov $0xf98,%r9d
db2d4dbc0100|fldt 0x1bc4d(%rip) 
e852331f01|callq 0x3fced58c0
423b7c2808|cmp 0x8(%rax,%r13,1),%edi
488b0dd7531100|mov 0x1153d7(%rip),%rcx 
7412|je 0x100478077
4c8d0d1dfbffff|lea -0x4e3(%rip),%r9 
3d6f010000|cmp $0x16f,%eax
8ba824170000|mov 0x1724(%rax),%ebp
488d0d70c10300|lea 0x3c170(%rip),%rcx 
488b35044a0600|mov 0x64a04(%rip),%rsi 
f20f1035e12602|movsd 0x226e1(%rip),%xmm6 
4881c4081a0000|add $0x1a08,%rsp
0f84b7feffff|je 0x1004dffb1
e8b4b02700|callq 0x3f56bdb40
488b15c4e40200|mov 0x2e4c4(%rip),%rdx 
7423|je 0x3e53600f0
48390535e90400|cmp %rax,0x4e935(%rip) 
488d1579e80100|lea 0x1e879(%rip),%rdx 
7414|je 0x3fe941cad
7405|je 0x3f6a777ce
488d157f960700|lea 0x7967f(%rip),%rdx 
e925f5ffff|jmpq 0x10045dcb0
bbfc000000|mov $0xfc,%ebx
4c8d0595760500|lea 0x57695(%rip),%r8 
488d1543dd0000|lea 0xdd43(%rip),%rdx 
4c1344c2f8|adc -0x8(%rdx,%rax,8),%r8
4c8b05aea11200|mov 0x12a1ae(%rip),%r8 
440fb6540e41|movzbl 0x41(%rsi,%rcx,1),%r10d
48b9d4390ae603|movabs $0x3e60a39d4,%rcx
488b351b1e0100|mov 0x11e1b(%rip),%rsi 
e8fb2effff|callq 0x3f5115ca0
0f8551fdffff|jne 0x3f3ff2b0d
488d0584900100|lea 0x19084(%rip),%rax 
8b0516650600|mov 0x66516(%rip),%eax 
837a0c1c|cmpl $0x1c,0xc(%rdx)
db2d96600100|fldt 0x16096(%rip) 
f3440f10742428|movss 0x28(%rsp),%xmm14
0f84e0050000|je 0x3fbdb2476
4c8d0d20800f00|lea 0xf8020(%rip),%r9 
0f845c040000|je 0x3ff19c710
e920faffff|jmpq 0x3f4211848
66896816|mov %bp,0x16(%rax)
45394768|cmp %r8d,0x68(%r15)
488d05a9a80c00|lea 0xca8a9(%rip),%rax 
488b05fc128600|mov 0x8612fc(%rip),%rax 
48890586e60700|mov %rax,0x7e686(%rip) 
48034d28|add 0x28(%rbp),%rcx
e88d980000|callq 0x3e71f3410
832d5ff20f0001|subl $0x1,0xff25f(%rip) 
4c8d0d315e0400|lea 0x45e31(%rip),%r9 
4c8d057a7f0500|lea 0x57f7a(%rip),%r8 
e8eab81800|callq 0x1006fcda0
ba5c0a0000|mov $0xa5c,%edx
488d0567ddffff|lea -0x2299(%rip),%rax 
7485|je 0x1004a4282
8915a7c60800|mov %edx,0x8c6a7(%rip) 
488d1d1a452200|lea 0x22451a(%rip),%rbx 
2a4c2440|sub 0x40(%rsp),%cl
e8ee7f3400|callq 0x3f56bdda0
db442428|fildl 0x28(%rsp)
488d056cd31500|lea 0x15d36c(%rip),%rax 
e8c1c80700|callq 0x10049fa40
488b57f4|mov -0xc(%rdi),%rdx
007093|add %dh,-0x6d(%rax)
e919feffff|jmpq 0x10041bae2
0fb67c2458|movzbl 0x58(%rsp),%edi
492b87280b0000|sub 0xb28(%r15),%rax
498b9658010000|mov 0x158(%r14),%rdx
0f7f7c2458|movq %mm7,0x58(%rsp)
48ff25d3764200|rex.W jmpq *0x4276d3(%rip) 
c787494ec7d938|movl $0xd9c1d138,-0x2638b1b7(%rdi)
0f84de000000|je 0x3fb3aef30
488d0599610f00|lea 0xf6199(%rip),%rax 
488d0d55b80d00|lea 0xdb855(%rip),%rcx 
488d0dc6700000|lea 0x70c6(%rip),%rcx 
488d0db6020200|lea 0x202b6(%rip),%rcx 
488d0da84b1b00|lea 0x1b4ba8(%rip),%rcx 
488d0d84bd0e00|lea 0xebd84(%rip),%rcx 
398354020000|cmp %eax,0x254(%rbx)
48c7058a330300|movq $0x20,0x3338a(%rip) 
488d155fc30000|lea 0xc35f(%rip),%rdx 
4a8d7c2dfc|lea -0x4(%rbp,%r13,1),%rdi
4c8b0dde220800|mov 0x822de(%rip),%r9 
833b28|cmpl $0x28,(%rbx)
488b0dc8b30d00|mov 0xdb3c8(%rip),%rcx 
e8c2f0fdff|callq 0x3f7375660
e82854faff|callq 0x3e5cde400
488d15edb65e01|lea 0x15eb6ed(%rip),%rdx 
48c78424000100|movq $0x8,0x100(%rsp)
488d15f6ff0400|lea 0x4fff6(%rip),%rdx 
488b9424e80d00|mov 0xde8(%rsp),%rdx
48c78424a00000|movq $0x103,0xa0(%rsp)
498b97d02c0000|mov 0x2cd0(%r15),%rdx
440fb68060ffff|movzbl -0xa0(%rax),%r8d
488d0d67373200|lea 0x323767(%rip),%rcx 
488b05da6e0000|mov 0x6eda(%rip),%rax 
488d05fa7a1300|lea 0x137afa(%rip),%rax 
740e|je 0x3f55eedce
488d159ded0a00|lea 0xaed9d(%rip),%rdx 
488d0dcd3b0100|lea 0x13bcd(%rip),%rcx 
8b86280e0000|mov 0xe28(%rsi),%eax
488d05df9f1100|lea 0x119fdf(%rip),%rax 
488d05bad12900|lea 0x29d1ba(%rip),%rax 
4c8d0546f87200|lea 0x72f846(%rip),%r8 
7403|je 0x10065fbd8
483b0dc5340000|cmp 0x34c5(%rip),%rcx 
e91ff1ffff|jmpq 0x3f4cb4cfe
488b3593212a00|mov 0x2a2193(%rip),%rsi 
e8215dfeff|callq 0x3f80272d0
4c8d0511d20000|lea 0xd211(%rip),%r8 
88053c9e9f00|mov %al,0x9f9e3c(%rip) 
488b3571f00100|mov 0x1f071(%rip),%rsi 
4c8b1df2c00e00|mov 0xec0f2(%rip),%r11 
488d05e9930000|lea 0x93e9(%rip),%rax 
488d0d99860600|lea 0x68699(%rip),%rcx 
488d159b270000|lea 0x279b(%rip),%rdx 
4c8d0575010100|lea 0x10175(%rip),%r8 
0f8428050000|je 0x10046d8f5
480304f2|add (%rdx,%rsi,8),%rax
488d15e0600000|lea 0x60e0(%rip),%rdx 
4c392e|cmp %r13,(%rsi)
488b1537d50400|mov 0x4d537(%rip),%rdx 
4c8d054c090300|lea 0x3094c(%rip),%r8 
488d1509031a00|lea 0x1a0309(%rip),%rdx 
75ef|jne 0x10045feda
41817c24504552|cmpl $0x50435245,0x50(%r12)
4c8d0db7a00700|lea 0x7a0b7(%rip),%r9 
483b0d34e72100|cmp 0x21e734(%rip),%rcx 
770f|ja 0x3fce03385
0f84b3000000|je 0x10041aab8
4c8d8c24200f00|lea 0xf20(%rsp),%r9
0fafdf|imul %edi,%ebx
488b0562d90d00|mov 0xdd962(%rip),%rax 
488d15cac00800|lea 0x8c0ca(%rip),%rdx 
488d15f1d2feff|lea -0x12d0f(%rip),%rdx 
7510|jne 0x3fe16bd30
e964ffffff|jmpq 0x3fc8ed323
4c8d0d78070500|lea 0x50778(%rip),%r9 
488b05543e0100|mov 0x13e54(%rip),%rax 
e811e1f8ff|callq 0x3f89cb640
488b05c96f0b00|mov 0xb6fc9(%rip),%rax 
e863fafeff|callq 0x3e6ec3200
e8672d0100|callq 0x3f64e7fb8
483b0d62341200|cmp 0x123462(%rip),%rcx 
44898ba8000000|mov %r9d,0xa8(%rbx)
483b0dd7b21900|cmp 0x19b2d7(%rip),%rcx 
db2d8de20200|fldt 0x2e28d(%rip) 
0f84ca000000|je 0x3fc0af6c0
8b0da0d10000|mov 0xd1a0(%rip),%ecx 
7507|jne 0x3fbd65f6c
4889051f580300|mov %rax,0x3581f(%rip) 
0fb62d73ae0200|movzbl 0x2ae73(%rip),%ebp 
488b0574f72a00|mov 0x2af774(%rip),%rax 
720d|jb 0x3e77708d5
db2de2a10200|fldt 0x2a1e2(%rip) 
488d151f450000|lea 0x451f(%rip),%rdx 
488b0508f90100|mov 0x1f908(%rip),%rax 
6643c744450244|movw $0x644,0x2(%r13,%r8,2)
7446|je 0x3f5633823
4889054b470100|mov %rax,0x1474b(%rip) 
41397f04|cmp %edi,0x4(%r15)
80b9a402000000|cmpb $0x0,0x2a4(%rcx)
488d0d941a0600|lea 0x61a94(%rip),%rcx 
4c39e1|cmp %r12,%rcx
660f7f89700100|movdqa %xmm1,0x170(%rcx)
48395070|cmp %rdx,0x70(%rax)
488d05afcf0a00|lea 0xacfaf(%rip),%rax 
488d05a9720700|lea 0x772a9(%rip),%rax 
6681eaac1c|sub $0x1cac,%dx
e89626f8ff|callq 0x1006603f0
488d0d2dad0c00|lea 0xcad2d(%rip),%rcx 
443b6b50|cmp 0x50(%rbx),%r13d
488b2d06080300|mov 0x30806(%rip),%rbp 
4b093408|or %rsi,(%r8,%r9,1)
4c898dc8030000|mov %r9,0x3c8(%rbp)
e900ffffff|jmpq 0x3f2215192
488d15586e0600|lea 0x66e58(%rip),%rdx 
e8b0e9ffff|callq 0x3f7cecc40
488d05cda50400|lea 0x4a5cd(%rip),%rax 
488d15a7810500|lea 0x581a7(%rip),%rdx 
488d153d2c0200|lea 0x22c3d(%rip),%rdx 
4c8d05cb480100|lea 0x148cb(%rip),%r8 
488d0d8c650900|lea 0x9658c(%rip),%rcx 
488d35e56c0100|lea 0x16ce5(%rip),%rsi 
488d7cc308|lea 0x8(%rbx,%rax,8),%rdi
c787880100001e|movl $0x1e,0x188(%rdi)
488b3dc1fa1900|mov 0x19fac1(%rip),%rdi 
48ba0000001000|movabs $0x220000010000000,%rdx
488d89a8220000|lea 0x22a8(%rcx),%rcx
0f8458020000|je 0x3f5c04f11
488d058e9c8100|lea 0x819c8e(%rip),%rax 
f605190d150001|testb $0x1,0x150d19(%rip) 
803da8821a0000|cmpb $0x0,0x1a82a8(%rip) 
4c8d0533ee1500|lea 0x15ee33(%rip),%r8 
488d053c7b0100|lea 0x17b3c(%rip),%rax 
74eb|je 0x1005ae580
488d156c160f00|lea 0xf166c(%rip),%rdx 
48890530379c00|mov %rax,0x9c3730(%rip) 
4c8b0de03e0e00|mov 0xe3ee0(%rip),%r9 
4d8b9088040000|mov 0x488(%r8),%r10
488d055d160600|lea 0x6165d(%rip),%rax 
4c8d0d8cc60400|lea 0x4c68c(%rip),%r9 
41399f20020000|cmp %ebx,0x220(%r15)
450fb713|movzwl (%r11),%r10d
0fb6442474|movzbl 0x74(%rsp),%eax
488d057f8d1100|lea 0x118d7f(%rip),%rax 
448b4038|mov 0x38(%rax),%r8d
e9e5feffff|jmpq 0x3f534e70d
e85ce6feff|callq 0x3e64fb590
488d0d72010000|lea 0x172(%rip),%rcx 
4c8d0d92d10600|lea 0x6d192(%rip),%r9 
488b05bbd21500|mov 0x15d2bb(%rip),%rax 
488d1502955400|lea 0x549502(%rip),%rdx 
488b2d289b1d00|mov 0x1d9b28(%rip),%rbp 
488d0d424f0000|lea 0x4f42(%rip),%rcx 
488d152f5a0000|lea 0x5a2f(%rip),%rdx 
488d0d23ec1200|lea 0x12ec23(%rip),%rcx 
4c8d05dab53900|lea 0x39b5da(%rip),%r8 
4d8d640704|lea 0x4(%r15,%rax,1),%r12
488d05f9261100|lea 0x1126f9(%rip),%rax 
77e7|ja 0x3e77a0fdf
e863ecfeff|callq 0x1006926c8
488b05bd220000|mov 0x22bd(%rip),%rax 
488d1589a10d00|lea 0xda189(%rip),%rdx 
488d05e9f0ffff|lea -0xf17(%rip),%rax 
488b157d320400|mov 0x4327d(%rip),%rdx 
488d15446e0700|lea 0x76e44(%rip),%rdx 
4c8b8f60010000|mov 0x160(%rdi),%r9
ebd1|jmp 0x3fa538d5a
e994feffff|jmpq 0x100534159
488d0dc1be3300|lea 0x33bec1(%rip),%rcx 
0fb75e1e|movzwl 0x1e(%rsi),%ebx
c605d9489e0001|movb $0x1,0x9e48d9(%rip) 
483b0586970800|cmp 0x89786(%rip),%rax 
488d155be00800|lea 0x8e05b(%rip),%rdx 
488d0d1c900a00|lea 0xa901c(%rip),%rcx 
488b1df1480a00|mov 0xa48f1(%rip),%rbx 
f20f100d95b806|movsd 0x6b895(%rip),%xmm1 
488d15e075a300|lea 0xa375e0(%rip),%rdx 
448b0d8dca5601|mov 0x156ca8d(%rip),%r9d 
488d15cae23200|lea 0x32e2ca(%rip),%rdx 
488d2d4bc60600|lea 0x6c64b(%rip),%rbp 
488d15c6f5ffff|lea -0xa3a(%rip),%rdx 
488b0d69511200|mov 0x125169(%rip),%rcx 
488d15b9bd1d00|lea 0x1dbdb9(%rip),%rdx 
48854638|test %rax,0x38(%rsi)
488d3d0d000500|lea 0x5000d(%rip),%rdi 
770c|ja 0x3fe44af71
e85919c8fe|callq 0x3fbd719e0
440fb6580f|movzbl 0xf(%rax),%r11d
488b3dc2e60c00|mov 0xce6c2(%rip),%rdi 
488d8d20090000|lea 0x920(%rbp),%rcx
8a1c3e|mov (%rsi,%rdi,1),%bl
488d158aad0100|lea 0x1ad8a(%rip),%rdx 
488d1521a81800|lea 0x18a821(%rip),%rdx 
488d15610b0d00|lea 0xd0b61(%rip),%rdx 
7730|ja 0x3e5867e90
488b05504c0200|mov 0x24c50(%rip),%rax 
488d15a89d1300|lea 0x139da8(%rip),%rdx 
7439|je 0x3f89d5afd
488905bd740000|mov %rax,0x74bd(%rip) 
488d15262c0400|lea 0x42c26(%rip),%rdx 
e8cca3ffff|callq 0x3f4509180
488d0d54400000|lea 0x4054(%rip),%rcx 
e983fbffff|jmpq 0x3fe37018d
4c8d2dcfa20400|lea 0x4a2cf(%rip),%r13 
e841c40300|callq 0x3f5e99e20
66448954247c|mov %r10w,0x7c(%rsp)
e880ecffff|callq 0x10041bf60
488d0574fd0200|lea 0x2fd74(%rip),%rax 
488b0d04b70e00|mov 0xeb704(%rip),%rcx 
488d0d25430c00|lea 0xc4325(%rip),%rcx 
4a8944cb08|mov %rax,0x8(%rbx,%r9,8)
f30f1015cb510e|movss 0xe51cb(%rip),%xmm2 
890517ab0500|mov %eax,0x5ab17(%rip) 
488d15f9ab1900|lea 0x19abf9(%rip),%rdx 
0fb69424330100|movzbl 0x133(%rsp),%edx
4889054b1f1400|mov %rax,0x141f4b(%rip) 
488b15fb074400|mov 0x4407fb(%rip),%rdx 
db3d3d060200|fstpt 0x2063d(%rip) 
488b0518191f00|mov 0x1f1918(%rip),%rax 
4489a3c0000000|mov %r12d,0xc0(%rbx)
db2d9dda0300|fldt 0x3da9d(%rip) 
48c7059a851600|movq $0x0,0x16859a(%rip) 
488d152cb20c00|lea 0xcb22c(%rip),%rdx 
488d15c6e10800|lea 0x8e1c6(%rip),%rdx 
39bb00010000|cmp %edi,0x100(%rbx)
488d0d74480000|lea 0x4874(%rip),%rcx 
eb15|jmp 0x100407521
817c2434970300|cmpl $0x397,0x34(%rsp)
488d0d609d0000|lea 0x9d60(%rip),%rcx 
f20f1015658003|movsd 0x38065(%rip),%xmm2 
0fdd1dd9690300|paddusw 0x369d9(%rip),%mm3 
c64324ff|movb $0xff,0x24(%rbx)
488d3dcfe7d100|lea 0xd1e7cf(%rip),%rdi 
488d0d32f18e00|lea 0x8ef132(%rip),%rcx 
b9a7040000|mov $0x4a7,%ecx
4c8d0583ea0c00|lea 0xcea83(%rip),%r8 
